date,code,name,high,low,close,change,volume,value
2026-09-08,1305,華夏,12.3,12.1,12.15,0,788385,9635010
2026-09-08,1307,三芳,30.65,30.3,30.65,0.15,344722,10504068
2026-09-08,1308,亞聚,14.35,13.95,14.15,0.2,1562220,22075964
2026-09-08,1309,台達化,13.75,13.5,13.6,0.1,1431811,19528525
2026-09-08,1310,台苯,8.64,8.49,8.57,-0.03,1970702,16823789
2026-09-08,1312,國喬,14.15,13.8,13.9,-0.2,13294342,184984388
2026-09-08,1313,聯成,11.9,11.7,11.8,0,1313635,15530271
2026-09-08,1314,中石化,8.12,8.06,8.11,0.01,14930552,120704806
2026-09-08,1315,達新,66.2,65.5,66.1,0.1,30210,1991856
2026-09-08,1316,上曜,11,10.75,10.8,0.05,2578141,27937505
2026-09-08,1319,東陽,81.7,78.8,79,-2.7,2841504,226918642
2026-09-08,1321,大洋,32.55,32.2,32.35,-0.2,61579,1994217
2026-09-08,1323,永裕,21.25,21.1,21.25,0,8138,173104
2026-09-08,1324,地球,10.1,10,10,-0.2,34573,346486
2026-09-08,1325,恆大,26.2,25.85,25.95,-0.25,112268,2917058
2026-09-08,1326,台化,72.6,70.1,70.6,-1.3,24157597,1709253189
2026-09-08,1337,再生-KY,4.56,4.5,4.51,-0.05,308961,1394128
2026-09-08,1338,廣華-KY,14.4,14.05,14.15,-0.3,105057,1490499
2026-09-08,1339,昭輝,43.3,42.85,42.95,0.15,67017,2882261
2026-09-08,1340,勝悅-KY,5.24,5.12,5.23,0.12,95223,494423
2026-09-08,1341,富林-KY,59.8,59.8,59.8,-0.2,1471,88084
2026-09-08,1342,八貫,103.5,101,102.5,-1,191202,19505475
2026-09-08,1402,遠東新,28.75,28.35,28.65,-0.05,7430750,212103523
2026-09-08,1409,新纖,24.7,24,24.45,0.1,8755855,212445493
2026-09-08,1410,南染,24.75,24.5,24.55,-0.2,53675,1319285
2026-09-08,1413,宏洲,9.46,9.25,9.29,0,11914,110691
2026-09-08,1414,東和,17.95,17.6,17.65,-0.1,186565,3300926
2026-09-08,1416,廣豐,11.6,11.4,11.5,-0.1,287604,3302134
2026-09-08,1417,嘉裕,8.27,8.13,8.2,-0.03,160563,1313020
2026-09-08,1418,東華,17.85,17.8,17.8,-0.05,23422,417223
2026-09-08,1419,新紡,68.6,67.3,67.5,-0.8,45959,3110902
2026-09-08,1423,利華,35.6,35.6,35.6,0.05,2756,97943
2026-09-08,1432,大魯閣,15.1,15,15.05,0,72707,1094978
2026-09-08,1434,福懋,18.05,17.7,17.8,-0.3,2221461,39645052
2026-09-08,1435,中福,23.4,22.2,23.35,0.6,9690,223149
2026-09-08,1436,華友聯,37.9,37.15,37.15,-0.75,214110,8034933
2026-09-08,1437,勤益控,32.25,31.85,31.95,-0.25,66198,2117775
2026-09-08,1438,三地開發,23.6,22.95,23.3,0.6,194440,4525345
2026-09-08,1439,雋揚,29.45,29.1,29.4,-0.1,5816,170537
2026-09-08,1440,南紡,13.85,13.25,13.6,0.1,4140239,56151846
2026-09-08,1441,大東,8.8,8.67,8.8,0,31570,274823
2026-09-08,1442,名軒,30.25,29.8,30.05,0.15,94880,2850311
2026-09-08,1443,立益物流,23.8,23.4,23.65,-0.15,7925,187593
2026-09-08,1444,力麗,7.03,6.87,6.99,-0.04,2540661,17625836
2026-09-08,1445,大宇,10.4,10.15,10.4,0,181191,1860524
2026-09-08,1446,宏和,13.4,13.3,13.35,-0.05,109897,1466398
2026-09-08,1447,力鵬,6.7,6.61,6.69,0.01,817178,5431461
2026-09-08,1449,佳和,12.25,12.1,12.2,0.05,212415,2588460
2026-09-08,1451,年興,17.3,17.2,17.3,0,27096,466897
2026-09-08,1452,宏益,11.3,11.2,11.3,0.05,73496,826755
2026-09-08,1453,大將,11.05,11,11,-0.05,27410,302109
2026-09-08,1454,台富,12.4,12.2,12.3,-0.05,36122,443648
2026-09-08,1455,集盛,9.9,9.73,9.9,0.1,933596,9179202
2026-09-08,1456,怡華,14.4,13.7,14.35,0.75,95038,1343810
2026-09-08,1457,宜進,14.45,14.3,14.35,0.05,66266,950925
2026-09-08,1459,聯發,15.7,15.35,15.6,0.25,119369,1847347
2026-09-08,1460,宏遠,6.62,6.55,6.55,-0.04,214830,1411143
2026-09-08,1463,強盛新,17.3,17.1,17.25,-0.05,26345,452697
2026-09-08,1464,得力,10.1,10,10.05,0,472500,4733819
2026-09-08,1465,偉全,11.95,11.75,11.85,-0.05,187562,2219889
2026-09-08,1466,聚隆,15.65,15.4,15.5,-0.1,305319,4731073
2026-09-08,1467,南緯,8.28,8.15,8.21,0.16,116361,955026
2026-09-08,1468,昶和,13.5,13.1,13.5,0,46415,617571
2026-09-08,1470,大統新創,24.85,23.9,23.9,-0.6,25385,613225
2026-09-08,1471,首利,9.79,9.65,9.65,-0.04,132450,1282191
2026-09-08,1472,三洋實業,90,88.6,90,-0.5,102539,9094292
2026-09-08,1473,台南,20.1,20,20.1,0,41036,822233
2026-09-08,1474,弘裕,10,9.95,9.97,-0.02,43560,434943
2026-09-08,1475,業旺,26.1,25.8,26,-0.35,31871,825649
2026-09-08,1476,儒鴻,307,299,300,-6,2603139,783377988
2026-09-08,1477,聚陽,199.5,195,198,3,1213497,240414428
2026-09-08,1503,士電,208.5,204,204.5,-3,1075972,221020109
2026-09-08,1504,東元,72.4,70.4,70.4,-1.3,5634282,399948593
2026-09-08,1506,正道,10.05,9.97,10,-0.1,305639,3053334
2026-09-08,1512,瑞利,6.36,6.24,6.35,0.11,18513,116628
2026-09-08,1513,中興電,167.5,164.5,165,-2,1320066,218545189
2026-09-08,1514,亞力,103,101.5,102,-0.5,723891,74019814
2026-09-08,1515,力山,30.55,30,30,-0.55,796746,24012177
2026-09-08,1516,川飛,14.75,14.15,14.15,-0.6,9406,134688
2026-09-08,1517,利奇,10.85,10.7,10.7,0,195427,2108617
2026-09-08,1519,華城,748,728,728,-11,1125985,825579541
2026-09-08,1521,大億,25.6,25.3,25.3,-0.35,22854,581416
2026-09-08,1522,堤維西,26.9,26.7,26.8,-0.25,231329,6196939
2026-09-08,1524,耿鼎,26.95,26.6,26.6,-0.15,164875,4401546
2026-09-08,1525,江申,66.4,65.5,66.4,0,5924,393673
2026-09-08,1526,日馳,15.55,15.25,15.3,-0.25,96709,1488617
2026-09-08,1527,鑽全,32.95,32.6,32.8,0.05,116142,3804840
2026-09-08,1528,恩德,21.05,19.5,21.05,1.9,3489297,72604000
2026-09-08,1529,樂事綠能,16.4,15.75,15.8,-0.35,642841,10244379
2026-09-08,1530,亞崴,28.8,28.5,28.5,-0.5,10324,296032
2026-09-08,1531,高林股,12.15,11.75,11.8,-0.05,206015,2439930
2026-09-08,1532,勤美,22.9,22.65,22.75,-0.05,196800,4488978
2026-09-08,1533,車王電,31,30.6,30.95,0.15,61306,1885513
2026-09-08,1535,中宇,45.75,45.4,45.65,-0.35,36278,1653886
2026-09-08,1536,和大,48.9,47.85,47.9,-1.05,1643040,79040018
2026-09-08,1537,廣隆,115,114,114,-1.5,177460,20348492
2026-09-08,1538,正峰,8.45,8.1,8.23,-0.77,33672,278633
2026-09-08,1539,巨庭,15.7,15.6,15.6,-0.15,11579,181130
2026-09-08,1540,喬福,19.6,19.4,19.45,-0.05,120350,2344920
2026-09-08,1541,錩泰,21.45,21.2,21.45,0,5609,120670
2026-09-08,1558,伸興,107.5,104.5,106,-0.5,73609,7797755
2026-09-08,1560,中砂,736,713,717,-13,665337,481705343
2026-09-08,1563,巧新,79.1,75.5,77.1,-2.4,1230096,94726742
2026-09-08,1568,倉佑,29.45,28.75,28.95,-0.3,159580,4626504
2026-09-08,1582,信錦,73.7,72.1,72.2,-1.3,277640,20128641
2026-09-08,1583,程泰,48.5,48.3,48.35,-0.95,14063,681526
2026-09-08,1587,吉茂,24.3,23.85,23.9,-0.15,193191,4634809
2026-09-08,1590,亞德客-KY,1385,1315,1335,-35,366835,490534735
2026-09-08,1597,直得,150.5,143,143,-9,2378357,346829541
2026-09-08,1598,岱宇,20.65,20.5,20.55,0.05,126129,2593958
2026-09-08,1603,華電,30.3,29.8,30.05,-0.3,146023,4394305
2026-09-08,1604,聲寶,23.7,23.55,23.65,0,168159,3972698
2026-09-08,1605,華新,38.65,37.8,38.1,0.2,14978729,573852638
2026-09-08,1608,華榮,37.3,36.1,36.65,0.6,2718335,99950083
2026-09-08,1609,大亞,38,37.4,37.6,0.4,3522401,132563224
2026-09-08,1611,中電,11.75,11.65,11.65,-0.05,214633,2507903
2026-09-08,1612,宏泰,34.95,34.6,34.7,0,304473,10597227
2026-09-08,1614,三洋電,30.8,30.65,30.65,-0.2,23659,726852
2026-09-08,1615,大山,44.15,43.7,43.9,0.05,56543,2477924
2026-09-08,1616,億泰,19.05,18.7,18.75,0.05,135648,2554943
2026-09-08,1617,榮星,17.85,17.5,17.55,-0.3,322735,5675195
2026-09-08,1618,合機,39.8,39.25,39.5,0.2,424326,16788933
2026-09-08,1623,大東電,205,203,204,-1,50056,10211334
2026-09-08,1626,艾美特-KY,9.72,9.61,9.72,-0.01,23684,228915
2026-09-08,1702,南僑,32.7,32.5,32.6,0,138337,4505444
2026-09-08,1707,葡萄王,91.5,90.5,90.5,-0.5,282713,25715006
2026-09-08,1708,東鹼,50.7,49.7,50.2,0.2,1711870,85780774
2026-09-08,1709,和益,34.1,32.8,33.6,-0.6,6585442,219986866
2026-09-08,1710,東聯,16,15.45,15.85,0.2,4191097,65933253
2026-09-08,1711,永光,41.35,39.4,39.5,-1.4,3919965,156908778
2026-09-08,1712,興農,40.95,40.3,40.85,0.55,892009,36404472
2026-09-08,1713,國化,43.5,43.3,43.35,-0.15,91091,3952767
2026-09-08,1714,和桐,16.6,16.25,16.25,-0.2,5029928,82227205
2026-09-08,1717,長興,73.7,72.1,72.3,-1.2,7878136,571858832
2026-09-08,1718,中纖,10.45,10.25,10.4,-0.05,9237489,95327908
2026-09-08,1720,生達,56.4,55.9,56,-0.2,223193,12527309
2026-09-08,1721,國慶科技,24.6,24.6,24.6,2.2,1839015,45239711
2026-09-08,1722,台肥,44.8,44.45,44.55,-0.05,1496267,66793919
2026-09-08,1723,中碳,85.9,83.4,83.9,-0.1,513244,43270983
2026-09-08,1725,元禎,32.35,31.85,32.3,0.2,22211,716166
2026-09-08,1726,永記,78.1,77,77.5,-0.3,49512,3834793
2026-09-08,1727,中華化,92.3,90.5,90.6,-0.4,1525491,139207193
2026-09-08,1730,花仙子,51.6,51.3,51.3,-0.5,23710,1219454
2026-09-08,1731,美吾華,21.05,20.9,21,0.05,65748,1377966
2026-09-08,1732,毛寶,26.3,26,26.2,0.15,103402,2702866
2026-09-08,1733,五鼎,31.75,31.15,31.15,-0.55,135410,4252724
2026-09-08,1734,杏輝,31.2,30.85,31.1,-0.05,165140,5125383
2026-09-08,1735,日勝化,20.25,20.05,20.2,-0.05,38493,774446
2026-09-08,1736,喬山,126.5,125,126.5,0.5,103834,13054418
2026-09-08,1737,臺鹽,30.65,30.5,30.65,0.1,204581,6251633
2026-09-08,1752,南光,31.8,31.45,31.5,-0.25,33745,1065860
2026-09-08,1760,寶齡富錦,56.4,55.7,56,-0.4,134950,7544759
2026-09-08,1762,中化生,35.95,34.8,35,0,67508,2363081
2026-09-08,1773,勝一,169,162,164,3.5,1209298,199941226
2026-09-08,1776,展宇,17.25,17.1,17.25,0.1,46535,800793
2026-09-08,1783,和康生,38,37.8,37.8,-0.25,34312,1301725
2026-09-08,1786,科妍,46.8,45.7,46.3,0.4,170354,7875085
2026-09-08,1789,神隆,19.5,19.15,19.15,-0.25,317930,6131387
2026-09-08,1795,美時,183,180.5,180.5,0,661252,120066806
2026-09-08,1802,台玻,61.2,59.4,59.9,-0.8,17724258,1068092289
2026-09-08,1805,寶徠,10.1,9.96,9.96,-0.14,92387,924906
2026-09-08,1806,冠軍,8.06,8.01,8.03,-0.02,71915,577669
2026-09-08,1808,潤隆,35.1,34.1,34.85,0.6,1180519,41133993
2026-09-08,1809,中釉,39.85,37.65,38.1,0.2,1633625,63287679
2026-09-08,1810,和成,24.55,24,24,-0.05,1919007,46478898
2026-09-08,1817,凱撒衛,40.2,39.9,40,-0.1,38077,1522100
2026-09-08,1903,士紙,47.95,47.5,47.85,0.25,92339,4412414
2026-09-08,1904,正隆,24.65,24.25,24.45,0,1460928,35788935
2026-09-08,1905,華紙,13.3,13.15,13.2,0,1146696,15148884
2026-09-08,1906,寶隆,11.15,11.1,11.1,-0.1,23634,262886
2026-09-08,1907,永豐餘,29.35,29,29.15,0.05,501262,14623217
2026-09-08,1909,榮成,10.9,10.75,10.75,-0.1,1563028,16907100
2026-09-08,2002,中鋼,19.15,18.95,19.1,0.1,20868836,397961969
2026-09-08,2006,東和鋼鐵,82.4,80.7,81.9,1.1,768679,62868127
2026-09-08,2007,燁興,7,6.9,6.92,-0.07,209694,1453797
2026-09-08,2008,高興昌,31.25,30.7,30.75,-0.65,10963,339776
2026-09-08,2009,第一銅,41.2,39.25,40.6,1.65,4686373,189613901
2026-09-08,2010,春源,22.45,22.15,22.4,0.1,662880,14794147
2026-09-08,2012,春雨,14.55,14.3,14.45,-0.15,59916,860571
2026-09-08,2013,中鋼構,42.15,41.7,41.7,-0.05,134269,5619843
2026-09-08,2014,中鴻,17.15,16.9,17,0,1600249,27289001
2026-09-08,2015,豐興,65,64.2,64.7,0,157287,10165818
2026-09-08,2017,官田鋼,9.08,8.92,8.97,0.04,245375,2208188
2026-09-08,2020,美亞,21.95,21.65,21.8,0.15,354285,7714223
2026-09-08,2022,聚亨,7.5,7.39,7.46,-0.02,214036,1591097
2026-09-08,2023,燁輝,14.05,13.9,13.95,0,1092052,15275928
2026-09-08,2024,志聯,13.25,13.2,13.2,-0.15,10921,144484
2026-09-08,2025,千興,12.7,12.55,12.55,0.1,450964,5685434
2026-09-08,2027,大成鋼,50,48.7,49.35,0.25,12192930,602117483
2026-09-08,2028,威致,15.85,15.65,15.65,-0.1,133372,2106364
2026-09-08,2029,盛餘,21.55,21.3,21.3,-0.1,606380,12956757
2026-09-08,2030,彰源,23.95,22.65,23.8,0.95,4564495,107443232
2026-09-08,2031,新光鋼,44.9,44.3,44.85,0.55,348694,15598349
2026-09-08,2032,新鋼,17.2,16.95,17.05,-0.05,179347,3065055
2026-09-08,2033,佳大,26.3,25,25.45,-0.25,531067,13620005
2026-09-08,2034,允強,21.15,20.85,20.95,0.05,1114968,23410430
2026-09-08,2038,海光,12.6,12.05,12.4,-0.05,205429,2552404
2026-09-08,2049,上銀,367,349,350,-14.5,2971158,1058022887
2026-09-08,2059,川湖,14200,12515,12520,-1385,1284516,16662072085
2026-09-08,2062,橋椿,19.55,19.25,19.3,-0.15,307101,5955068
2026-09-08,2069,運錩,22.4,20.95,22.4,2,2647458,58970512
2026-09-08,2072,世紀風電,134.5,129.5,131,-1,734535,96730195
2026-09-08,2101,南港,31.2,30.65,30.65,-0.45,2030971,62605105
2026-09-08,2102,泰豐,18,17.7,17.8,-0.1,219698,3903757
2026-09-08,2103,台橡,27.25,25.3,25.75,-1.65,14934234,386436309
2026-09-08,2104,國際中橡,10.15,10,10.1,0.05,2038819,20533571
2026-09-08,2105,正新,30.85,30.5,30.6,-0.1,3924204,120088356
2026-09-08,2106,建大,17.15,16.85,16.95,0,405612,6896727
2026-09-08,2107,厚生,26.8,26.4,26.75,0.25,163017,4344425
2026-09-08,2108,南帝,29.25,28.85,29.15,0.15,408270,11865108
2026-09-08,2109,華豐,14.95,14.85,14.95,0.05,46841,698799
2026-09-08,2114,鑫永銓,90,89.1,89.8,-0.2,35836,3210009
2026-09-08,2115,六暉-KY,24.25,23.8,23.8,0,60450,1451859
2026-09-08,2201,裕隆,31,30.4,30.45,-0.35,5930444,181489754
2026-09-08,2204,中華,53.7,53.3,53.3,-0.3,375041,20049209
2026-09-08,2206,三陽工業,63.7,62.9,63.7,0.3,335699,21277534
2026-09-08,2207,和泰車,538,529,535,-4,200205,106829407
2026-09-08,2208,台船,18.95,18.8,18.8,0,991788,18690140
2026-09-08,2211,長榮鋼,83.5,82.9,83.2,0.2,235671,19616806
2026-09-08,2227,裕日車,48.2,47.5,48,-0.3,19759,948608
2026-09-08,2228,劍麟,75.7,73.5,75.5,0.6,92507,6904067
2026-09-08,2231,為升,90.5,89,89.2,-1.1,190322,17000384
2026-09-08,2233,宇隆,168.5,160.5,161,-7.5,557995,91076007
2026-09-08,2236,百達-KY,129,120.5,122,2,288981,35837535
2026-09-08,2237,華德動能-創,27.85,27.6,27.75,-0.1,91770,2540902
2026-09-08,2239,英利-KY,20.05,19.7,19.9,0,22047,439837
2026-09-08,2241,艾姆勒,34.6,34.1,34.2,-0.15,175148,6004441
2026-09-08,2243,宏旭-KY,46.95,44.9,45.45,0.2,171826,7827393
2026-09-08,2247,汎德永業,233,231,233,-1,14304,3315439
2026-09-08,2248,華勝-KY,61.3,60,60.3,-0.1,31421,1898213
2026-09-08,2250,IKKA-KY,57.5,56.4,56.4,-0.7,67703,3839558
2026-09-08,2254,巨鎧精密-創,64.3,62.3,63.1,0.7,1201567,75758551
2026-09-08,2258,鴻華先進-創,32.05,31.4,31.85,0.35,471753,14981759
2026-09-08,2301,光寶科,301.5,289,291,-8,18980605,5547265273
2026-09-08,2302,麗正,43.55,41.7,41.8,-1.5,2178017,92308086
2026-09-08,2303,聯電,142.5,135,137,-6,219176053,30312382562
2026-09-08,2305,全友,36.2,32.75,33.2,-0.2,21635033,737681365
2026-09-08,2308,台達電,1860,1795,1805,-45,6331851,11509936580
2026-09-08,2312,金寶,32.35,31.25,31.3,-1,9390867,296903589
2026-09-08,2313,華通,241,227.5,231,-9,40022863,9282640957
2026-09-08,2314,台揚,11,10.75,10.95,-0.25,132807,1444380
2026-09-08,2316,楠梓電,164,158,158,-1,1776222,285104504
2026-09-08,2317,鴻海,256,250,251.5,-4.5,40240647,10119470867
2026-09-08,2321,東訊,14.4,13.8,13.8,-0.6,10805,151060
2026-09-08,2323,中環,10.9,10.7,10.7,-0.1,3112524,33427345
2026-09-08,2324,仁寶,39.9,38.6,39.05,-1,70154546,2732926627
2026-09-08,2327,國巨*,584,565,567,-22,39419068,22558357199
2026-09-08,2328,廣宇,47.4,46,46,0,1908851,88927556
2026-09-08,2329,華泰,43.65,42.6,42.7,-0.6,2702343,116626076
2026-09-08,2330,台積電,2505,2460,2470,10,28931697,71769230740
2026-09-08,2331,精英,19.3,18.9,19,-0.35,1464358,27938181
2026-09-08,2332,友訊,19.5,18.75,18.75,-0.7,6674263,127049827
2026-09-08,2337,旺宏,130,125,126,1.5,58876929,7502333504
2026-09-08,2338,光罩,38.85,37.75,37.75,-0.8,826344,31516941
2026-09-08,2340,台亞,33.9,32.2,32.35,-0.85,2018706,66528275
2026-09-08,2342,茂矽,40.7,38.75,38.95,-0.8,1940235,76524938
2026-09-08,2344,華邦電,192,183.5,188,8,222260653,41927685454
2026-09-08,2345,智邦,2140,1950,1955,-145,6441295,12850208590
2026-09-08,2347,聯強,89.9,88.3,88.9,-0.4,2774953,246447234
2026-09-08,2348,海悅,72.4,70.8,71.9,0.7,314800,22557799
2026-09-08,2349,錸德,10.85,10.6,10.65,-0.15,1765906,18861048
2026-09-08,2351,順德,235,218,227.5,-6,6840234,1541034399
2026-09-08,2352,佳世達,29.2,28.6,28.65,-0.35,2485220,71443123
2026-09-08,2353,宏碁,32,31,31.05,-1.25,23191817,726157330
2026-09-08,2354,鴻準,66.3,64.3,64.5,-1.2,16276643,1061877119
2026-09-08,2355,敬鵬,42.55,41.85,41.9,-0.3,1267634,53362621
2026-09-08,2356,英業達,65.5,62.6,64,-2.1,36613724,2327037948
2026-09-08,2357,華碩,992,956,968,-31,4968506,4802028430
2026-09-08,2359,所羅門,142.5,135,135.5,-6.5,4778130,656810415
2026-09-08,2360,致茂,2340,2185,2265,35,4951555,11251705715
2026-09-08,2362,藍天,48.05,47.25,47.55,-0.4,784543,37272824
2026-09-08,2363,矽統,56.3,51.6,51.8,-0.7,15792771,849118673
2026-09-08,2364,倫飛,66.5,65.4,65.7,-0.5,206131,13517167
2026-09-08,2365,昆盈,29,28.2,28.45,-0.2,581252,16533920
2026-09-08,2367,燿華,42.5,41.5,41.5,-0.9,2966685,123963633
2026-09-08,2368,金像電,1115,1070,1075,-45,4987962,5454341715
2026-09-08,2369,菱生,31.4,30.15,30.2,-0.75,4146317,126425123
2026-09-08,2371,大同,28.25,27.7,27.8,-0.35,3759948,104813200
2026-09-08,2373,震旦行,53.4,52.8,53.4,-0.4,23076,1226234
2026-09-08,2374,佳能,71,67.3,67.4,-0.1,4149447,284341302
2026-09-08,2375,凱美,127.5,122.5,123,-4,2195567,273409239
2026-09-08,2376,技嘉,364.5,351,357,-7.5,6385642,2273309994
2026-09-08,2377,微星,157.5,152.5,152.5,-6,9119002,1401420406
2026-09-08,2379,瑞昱,721,680,692,0,4835169,3365561232
2026-09-08,2380,虹光,18.25,17.1,17.7,-0.6,225463,4014836
2026-09-08,2382,廣達,344.5,328,328,-19.5,35435507,11741782175
2026-09-08,2383,台光電,5550,5315,5340,-155,1474956,7957811260
2026-09-08,2385,群光,108,105,105.5,-5,5370064,568964568
2026-09-08,2387,精元,36.35,35.75,36.25,0.05,236438,8517750
2026-09-08,2388,威盛,81.2,75.8,76.1,-1.6,8501828,666112513
2026-09-08,2390,云辰,10.1,10,10.05,0,346689,3482477
2026-09-08,2392,正崴,45,42.6,42.8,-1.55,3507000,152290508
2026-09-08,2393,億光,63.5,62.5,62.6,-0.9,1115350,70056307
2026-09-08,2395,研華,681,651,657,-23,4049282,2675271532
2026-09-08,2397,友通,61.9,59.4,59.8,-2.1,440127,26633201
2026-09-08,2399,映泰,47.25,45.25,45.65,-1.15,3464596,159189648
2026-09-08,2401,凌陽,25.65,24.85,24.85,-0.7,2278556,57118692
2026-09-08,2402,毅嘉,56.4,54.5,54.6,-1.5,1590173,87698319
2026-09-08,2404,漢唐,1085,1050,1055,-25,651640,691840715
2026-09-08,2405,輔信,15.1,14.9,14.9,-0.15,568800,8510950
2026-09-08,2406,國碩,27.45,26.9,26.9,-0.35,2237101,60580248
2026-09-08,2408,南亞科,540,524,531,14,76221279,40694980627
2026-09-08,2409,友達,30.7,28.2,29.6,0.9,623892482,18452065566
2026-09-08,2412,中華電,139,137,139,1,11188451,1547651594
2026-09-08,2413,環科,49.6,45.85,45.95,-2.4,4634982,219909204
2026-09-08,2414,精技,52,51.6,51.7,-0.4,146537,7584509
2026-09-08,2415,錩新,28.5,27.45,27.9,-0.7,179099,4973123
2026-09-08,2417,圓剛,39.65,38.3,38.3,-1.5,916301,35430400
2026-09-08,2419,仲琦,27.45,26.7,26.7,-0.25,1284774,34627771
2026-09-08,2420,新巨,54.2,53.5,53.7,-0.5,326120,17531764
2026-09-08,2421,建準,172,165.5,168,-3.5,3308402,555711805
2026-09-08,2423,固緯,76.5,73.4,73.9,-0.4,38462,2857731
2026-09-08,2424,隴華,8.39,7.85,7.96,-0.14,26004,209757
2026-09-08,2425,承啟,37.7,36.95,37.2,-0.1,546180,20344975
2026-09-08,2426,鼎元,102.5,97.1,97.5,-1.6,39992731,3992511163
2026-09-08,2427,三商電,22.5,21.85,22.05,0.25,455247,10077243
2026-09-08,2428,興勤,259,251,253.5,-6,979542,247837417
2026-09-08,2429,銘旺科,31,30.4,30.4,-0.6,180330,5523953
2026-09-08,2430,燦坤,17.9,17.75,17.9,0,47670,851816
2026-09-08,2431,聯昌,10.1,9.93,9.93,-0.17,186176,1860093
2026-09-08,2432,倚天酷碁-創,28,27.75,28,0.1,9764,272427
2026-09-08,2433,互盛電,41.6,41.4,41.5,-0.1,27500,1141170
2026-09-08,2434,統懋,64.4,61.3,61.7,-3.1,582800,36439898
2026-09-08,2436,偉詮電,73,66.7,67.1,-4.6,18280129,1264003782
2026-09-08,2438,翔耀,20.85,20,20,-0.85,186053,3766180
2026-09-08,2439,美律,76.6,75.7,76.1,-0.8,1213081,92134750
2026-09-08,2440,太空梭,14.4,14.1,14.25,-0.2,217604,3090670
2026-09-08,2441,超豐,120.5,114,114.5,-3.5,4808086,558906931
2026-09-08,2442,新美齊,16.05,15.7,15.95,0,3136109,49969428
2026-09-08,2444,兆勁,12.9,11.5,11.55,-0.3,1185893,14459654
2026-09-08,2449,京元電子,277.5,267,268.5,-4.5,16085950,4357371033
2026-09-08,2450,神腦,28.35,28.1,28.15,-0.2,66620,1876627
2026-09-08,2451,創見,294,285,286,-3.5,2886271,834290655
2026-09-08,2453,凌群,52.2,51.8,51.8,-0.1,95926,4980782
2026-09-08,2454,聯發科,4830,4685,4710,-50,6511906,30947800640
2026-09-08,2455,全新,535,506,515,15,4653069,2430918918
2026-09-08,2457,飛宏,23,22.55,22.55,-0.35,644403,14588918
2026-09-08,2458,義隆,131,128,130.5,-0.5,1544886,199416266
2026-09-08,2459,敦吉,66.2,65.8,66.1,-0.3,80028,5275244
2026-09-08,2460,建通,28.65,28.1,28.1,-0.35,158157,4467845
2026-09-08,2461,光群雷,18.45,18.2,18.4,0.1,438497,8065427
2026-09-08,2462,良得電,19.7,19.2,19.2,-0.35,233433,4522736
2026-09-08,2464,盟立,210,192,194.5,-8.5,16615042,3326072619
2026-09-08,2465,麗臺,107,95.5,96.9,-5.6,6742508,680106850
2026-09-08,2466,冠西電,102,98.6,98.6,-1.9,706107,70222823
2026-09-08,2467,志聖,637,605,610,-9,1191148,741500169
2026-09-08,2468,華經,33.45,32.5,32.5,-1,239894,7860384
2026-09-08,2471,資通,49.75,49.35,49.4,-0.35,59055,2922040
2026-09-08,2472,立隆電,226.5,214.5,215.5,-10.5,2197572,478054503
2026-09-08,2474,可成,206,202,205,-3.5,4577901,932687551
2026-09-08,2476,鉅祥,123.5,118,119.5,-2.5,1514963,181683509
2026-09-08,2477,美隆電,21.65,21.5,21.6,-0.05,97251,2103073
2026-09-08,2478,大毅,126,121,121,-6,2622527,321856283
2026-09-08,2480,敦陽科,158,155.5,155.5,-2,78582,12272406
2026-09-08,2481,強茂,161.5,151,152.5,-5.5,26855469,4159236367
2026-09-08,2482,連宇,16.25,15.85,15.85,0.35,133980,2141816
2026-09-08,2483,百容,33.35,31.75,31.9,-1.15,1091631,35073981
2026-09-08,2484,希華,72,68.8,69,-1.3,4502261,314937795
2026-09-08,2485,兆赫,40.85,39.9,39.9,-0.8,1875649,75398820
2026-09-08,2486,一詮,258.5,245,245.5,-9,6410708,1598279444
2026-09-08,2488,漢平,48.5,48.35,48.35,-0.35,48132,2329910
2026-09-08,2489,瑞軒,41.5,39.15,39.15,-1.75,14853323,593022200
2026-09-08,2491,吉祥全,43,40.5,40.6,-2.4,1327944,55211057
2026-09-08,2492,華新科,320,309.5,318.5,-4.5,25418303,7992320153
2026-09-08,2493,揚博,186,178,179.5,-4.5,727385,131694907
2026-09-08,2495,普安,37.85,36.05,36.05,-1.35,1161268,42533067
2026-09-08,2496,卓越,55.4,55,55.1,0.1,5240,289472
2026-09-08,2497,怡利電,44.3,43.9,43.9,-0.35,261868,11524021
2026-09-08,2498,宏達電,41.45,40.2,40.2,-0.8,3851454,156942495
2026-09-08,2501,國建,22.5,22.25,22.4,0.1,1185856,26581578
2026-09-08,2504,國產,31.6,31.25,31.6,0.3,928674,29223814
2026-09-08,2505,國揚,17.4,17.2,17.25,0,143895,2487174
2026-09-08,2506,太設,8.58,8.51,8.58,0,63619,543392
2026-09-08,2509,全坤建,15,14.85,14.95,0.05,46415,693367
2026-09-08,2511,太子,8.56,8.47,8.47,-0.05,685341,5827536
2026-09-08,2514,龍邦,11.75,11.6,11.6,-0.15,59765,699043
2026-09-08,2515,中工,12,11.9,11.9,0,1720203,20531131
2026-09-08,2516,新建,14.25,14.1,14.1,0,143188,2028730
