date,code,name,high,low,close,change,volume,value
2026-09-08,2520,冠德,36.8,36.25,36.8,0.2,722466,26427363
2026-09-08,2524,京城,36,34.9,35.7,0,78333,2790734
2026-09-08,2527,宏璟,43.8,42.95,43.35,-0.05,267876,11606908
2026-09-08,2528,皇普,20.25,19.85,20.15,0.05,118347,2367968
2026-09-08,2530,華建,19.9,19.6,19.85,0.1,855690,16912731
2026-09-08,2534,宏盛,17.1,16.9,16.9,-0.05,144019,2445133
2026-09-08,2535,達欣工,89.9,88.9,89.1,-0.1,101544,9068339
2026-09-08,2536,宏普,18.95,18.8,18.85,0,650753,12262799
2026-09-08,2537,聯上發,11.4,11.3,11.4,0.1,276918,3143475
2026-09-08,2538,基泰,8.94,8.8,8.87,0.08,273481,2428947
2026-09-08,2539,櫻花建,35.6,35.1,35.25,0.1,950243,33644468
2026-09-08,2540,愛山林,48.2,46.7,48.2,1.3,591170,28236255
2026-09-08,2542,興富發,48,47.55,47.7,-0.3,4033278,192297271
2026-09-08,2543,皇昌,39.2,38.35,39.05,0.4,879180,34149973
2026-09-08,2545,皇翔,35.05,34.75,34.8,0.3,188403,6581071
2026-09-08,2546,根基,105,103.5,105,-0.5,114460,11952399
2026-09-08,2547,日勝生,10,9.94,9.96,0.01,931719,9278743
2026-09-08,2548,華固,94.8,93.9,94.6,0.4,440165,41557622
2026-09-08,2597,潤弘,172.5,170,171,0,189046,32435533
2026-09-08,2601,益航,6.85,6.77,6.8,0,1726038,11746082
2026-09-08,2603,長榮,233,228.5,229,-4,6325453,1453747463
2026-09-08,2605,新興,37.15,35.45,36.5,0.15,9484244,343956526
2026-09-08,2606,裕民,78.2,77,77.8,-0.8,2421495,187798305
2026-09-08,2607,榮運,53.5,52.7,53.2,0.1,247289,13119804
2026-09-08,2608,嘉里大榮,28.55,28.4,28.4,-0.15,107951,3074748
2026-09-08,2609,陽明,58.2,57.1,57.3,-0.8,15542080,893707445
2026-09-08,2610,華航,20.65,20.35,20.6,0.15,15148183,311489105
2026-09-08,2611,志信,14.25,13.95,14,-0.25,1044992,14688599
2026-09-08,2612,中航,64.2,63.3,64,0,292164,18642504
2026-09-08,2613,中櫃,22.9,22.65,22.9,0.2,283521,6449115
2026-09-08,2614,東森,18.2,18.1,18.15,0.1,278641,5055784
2026-09-08,2615,萬海,115,111,112,-2.5,11368928,1274261617
2026-09-08,2616,山隆,13.4,13.3,13.35,-0.05,63799,852216
2026-09-08,2617,台航,32.9,32.2,32.35,-0.55,1240620,40224194
2026-09-08,2618,長榮航,42.45,41.8,42.45,0.35,10255863,433403572
2026-09-08,2630,亞航,50.4,49,49,-0.8,709942,35143948
2026-09-08,2633,台灣高鐵,26.2,25.95,26.1,0.1,2675238,69813690
2026-09-08,2634,漢翔,67.9,65.2,65.9,-0.4,20073721,1337627668
2026-09-08,2636,台驊控股,69.5,68.7,68.7,-0.8,168222,11588278
2026-09-08,2637,慧洋-KY,99.3,97.1,98.1,-1.1,1829124,178817731
2026-09-08,2642,宅配通,20.5,20.2,20.2,-0.2,34034,692873
2026-09-08,2645,長榮航太,175,172,172.5,-1.5,1095147,189648904
2026-09-08,2646,星宇航空,21.9,20.55,20.6,0.1,6487081,135779694
2026-09-08,2701,萬企,10.4,10.35,10.35,-0.05,66332,687825
2026-09-08,2702,華園,12.8,12.6,12.7,0,38110,486750
2026-09-08,2704,國賓,46,45.5,45.55,-0.05,77242,3529928
2026-09-08,2705,六福,15.7,15.55,15.6,-0.05,35841,559616
2026-09-08,2706,第一店,12.25,12.15,12.2,0,157618,1922433
2026-09-08,2707,晶華,178.5,177.5,178,-1,123196,21927522
2026-09-08,2712,遠雄來,14.6,14.3,14.3,-0.3,13003,188083
2026-09-08,2722,夏都,21.9,21.55,21.55,-0.3,26274,567432
2026-09-08,2723,美食-KY,83,81,81.7,-0.7,331809,27143169
2026-09-08,2727,王品,231.5,229,230,0,158491,36504847
2026-09-08,2731,雄獅,144.5,143,143,-1.5,229888,32965508
2026-09-08,2739,寒舍,38,37.55,37.7,-0.25,20863,785623
2026-09-08,2748,雲品,39.55,39,39.4,0.55,174568,6855639
2026-09-08,2753,八方雲集,180,179,179,-0.5,66837,11982288
2026-09-08,2762,世界健身-KY,82.4,81.6,81.8,-0.4,34896,2863609
2026-09-08,2801,彰銀,27.3,26.3,27.25,0.75,35457646,956211614
2026-09-08,2812,台中銀,19.5,19.1,19.4,0.15,10612005,205266496
2026-09-08,2816,旺旺保,39.15,38.7,39.15,0.35,179854,6997114
2026-09-08,2820,華票,17.05,16.8,17,0.15,2638962,44688722
2026-09-08,2832,台產,58.2,57.8,58,0.1,108536,6289180
2026-09-08,2834,臺企銀,17.7,17.1,17.7,0.5,64877865,1137988807
2026-09-08,2836,高雄銀,12.3,12.15,12.25,0.05,1056940,12933991
2026-09-08,2838,聯邦銀,21.35,20.85,21.3,0.35,2715438,57411693
2026-09-08,2845,遠東銀,13.75,13.45,13.7,-0.05,12487760,169614553
2026-09-08,2849,安泰銀,16.2,15.6,16.2,0.5,553577,8817146
2026-09-08,2850,新產,158.5,156.5,157.5,0.5,106920,16866154
2026-09-08,2851,中再保,45.7,44.5,45.65,0.7,2582791,117019809
2026-09-08,2852,第一保,28.25,27.9,28.05,0.1,173978,4882483
2026-09-08,2855,統一證,52.3,51.2,52.2,0.2,5246454,272378746
2026-09-08,2880,華南金,45.25,44.1,45.15,0.8,13254248,595052169
2026-09-08,2881,富邦金,150.5,148,149,-0.5,12457783,1865067138
2026-09-08,2882,國泰金,115.5,112.5,113.5,-1,19991277,2272611683
2026-09-08,2883,凱基金,37.6,36.75,37.3,0.35,34505752,1288349759
2026-09-08,2884,玉山金,45.65,43.4,45.55,2,66912684,3013404846
2026-09-08,2885,元大金,70.8,69.8,70.6,0.4,15507453,1090344945
2026-09-08,2886,兆豐金,50.7,49.75,50.6,0.4,24420363,1231956698
2026-09-08,2887,台新新光金,42.8,40.95,42.8,1.7,67844119,2865321914
2026-09-08,2889,國票金,16.7,16.35,16.6,0.15,12640762,209017237
2026-09-08,2890,永豐金,43.5,42.15,43.45,0.85,30010862,1296826792
2026-09-08,2891,中信金,68.3,67.2,68.2,0.8,28102434,1909132824
2026-09-08,2892,第一金,37.9,36.85,37.85,0.55,28543044,1073486259
2026-09-08,2897,王道銀行,10.95,10.7,10.95,0.2,3694946,40115830
2026-09-08,2901,欣欣,23.75,23.3,23.75,0.05,19100,451473
2026-09-08,2903,遠百,22.55,22.2,22.45,0.2,1039929,23316660
2026-09-08,2904,匯僑,12.7,12.6,12.7,0.05,22083,279460
2026-09-08,2905,三商,18.4,17.65,18.25,0.35,1332893,24065430
2026-09-08,2906,高林,13.8,13.6,13.75,0,120327,1649381
2026-09-08,2908,特力,22.35,22.05,22.25,0,246093,5459187
2026-09-08,2910,統領,24.35,24.05,24.05,0.3,9040,218772
2026-09-08,2911,麗嬰房,6.47,6.3,6.42,0.03,39269,250770
2026-09-08,2912,統一超,218.5,215,217,2,1948723,423434286
2026-09-08,2913,農林,11.05,10.95,11,0.05,463261,5088457
2026-09-08,2915,潤泰全,57.6,56.4,57.4,0.7,1332452,75986367
2026-09-08,2923,鼎固-KY,27.5,25.55,26.7,-0.4,112876,2992924
2026-09-08,2929,淘帝-KY,5.73,5.63,5.71,-0.01,33290,189031
2026-09-08,2939,永邑-KY,20,19.75,20,0.25,8401,167770
2026-09-08,3002,歐格,17.5,17.25,17.35,0.05,66040,1148809
2026-09-08,3003,健和興,59.9,58.1,58.7,-0.3,1588467,93357931
2026-09-08,3004,豐達科,122.5,120.5,121,1,282107,34246493
2026-09-08,3005,神基,113.5,112,112.5,-0.5,1571494,176868799
2026-09-08,3006,晶豪科,306,291.5,298.5,1.5,18083273,5389079212
2026-09-08,3008,大立光,6660,6350,6500,-160,1975094,12757771195
2026-09-08,3010,華立,129.5,127,127,-2.5,337014,43047120
2026-09-08,3011,今皓,10.1,9.78,9.97,-0.03,1670722,16575056
2026-09-08,3013,晟銘電,86.9,83.8,83.8,-2.5,944628,80039907
2026-09-08,3014,聯陽,133,130,130,-2,555777,72566909
2026-09-08,3015,全漢,53.2,52.3,52.4,-0.6,186113,9776265
2026-09-08,3016,嘉晶,108.5,101,101.5,1,11481206,1202736587
2026-09-08,3017,奇鋐,3455,3245,3285,-135,3350997,11125560060
2026-09-08,3018,隆銘綠能,11.6,11.2,11.2,-0.4,50412,576379
2026-09-08,3019,亞光,143.5,138.5,138.5,-3.5,3749025,526879742
2026-09-08,3021,鴻名,26.7,24.35,25.1,-0.35,1338642,33962255
2026-09-08,3022,威強電,89.4,85.5,86.4,-5.1,3966075,345178231
2026-09-08,3023,信邦,339.5,318,323,-16.5,1362519,441234744
2026-09-08,3024,憶聲,14.45,13.7,13.8,-0.5,1104427,15387945
2026-09-08,3025,星通,51.3,50,50.4,-0.5,173371,8768944
2026-09-08,3026,禾伸堂,776,738,747,-24,11962376,9027794980
2026-09-08,3027,盛達,18.35,17.9,18.05,0,159512,2876124
2026-09-08,3028,增你強,64.4,62.2,62.3,-1.1,965578,60743109
2026-09-08,3029,零壹,115.5,111.5,111.5,2,2431884,276296892
2026-09-08,3030,德律,278,268.5,270,-12,1837612,502104084
2026-09-08,3031,佰鴻,24.5,23.8,23.8,-0.8,445010,10687703
2026-09-08,3032,偉訓,79.2,78.3,78.6,0,197789,15565082
2026-09-08,3033,威健,43.7,42.8,43.3,0.05,2464313,106574638
2026-09-08,3034,聯詠,543,524,534,-6,2042980,1085106937
2026-09-08,3035,智原,183,174.5,175,-4,2837813,502855334
2026-09-08,3036,文曄,193.5,188,189.5,-3,5644207,1071022720
2026-09-08,3037,欣興,975,939,954,5,17812108,17042118575
2026-09-08,3038,全台,20.35,19.95,20,-0.1,246952,4950468
2026-09-08,3040,遠見,35.8,34.7,35.8,0.1,118849,4184266
2026-09-08,3041,揚智,23.35,22.5,22.5,-0.4,437292,9939684
2026-09-08,3042,晶技,181,171.5,172,-4.5,5736921,1002682602
2026-09-08,3043,科風,21,20.7,20.85,-0.1,66223,1377827
2026-09-08,3044,健鼎,499,483.5,484,-9,1287611,630749314
2026-09-08,3045,台灣大,118,116.5,118,1,4457218,524569988
2026-09-08,3046,建碁,54.6,53.8,54,-0.4,278687,15036857
2026-09-08,3047,訊舟,13.55,13.25,13.25,-0.15,378337,5033694
2026-09-08,3048,益登,53.9,51.9,52,-1.5,1473165,77296312
2026-09-08,3049,精金,12.95,12.5,12.5,-0.25,4528862,57172244
2026-09-08,3050,鈺德,11.45,11.2,11.3,-0.1,357146,4022172
2026-09-08,3051,力特,21.7,21.2,21.25,-0.25,450697,9642986
2026-09-08,3052,夆典,10.5,10.4,10.5,0.05,133865,1399233
2026-09-08,3054,立萬利,60.1,56.9,57,-0.8,189041,11014127
2026-09-08,3055,蔚華科,146,135.5,146,11.5,8161748,1152877218
2026-09-08,3056,富華新,14.05,13.9,13.95,-0.1,347504,4849209
2026-09-08,3057,喬鼎,17,16.6,16.6,-0.45,60831,1024609
2026-09-08,3058,立德,8.1,8,8.02,0.02,433080,3484165
2026-09-08,3059,華晶科,39.2,38.4,38.5,-0.5,1574545,60968802
2026-09-08,3060,銘異,26.45,25.9,25.95,-0.25,652758,17018549
2026-09-08,3062,建漢,20.75,20.35,20.4,-0.1,635424,12989169
2026-09-08,3090,日電貿,172,167.5,167.5,-4,4056114,685703420
2026-09-08,3092,鴻碩,23.85,23.5,23.65,0.1,160743,3804623
2026-09-08,3094,聯傑,45.8,40.6,41.25,-3.55,10973412,462566055
2026-09-08,3130,一零四,210,209,210,0,12907,2707499
2026-09-08,3135,凌航,174.5,171,171,-2,659184,114032363
2026-09-08,3138,耀登,94.1,91.2,91.2,-2.4,137501,12656358
2026-09-08,3149,正達,61.6,60,60.2,-0.6,2386590,144614243
2026-09-08,3150,鈺寶-創,16.55,15.7,16.1,-0.55,92383,1473923
2026-09-08,3164,景岳,16,15.75,15.75,-0.2,12734,202573
2026-09-08,3167,大量,971,871,938,55,16040426,14952181089
2026-09-08,3168,眾福科,43.5,43.1,43.5,0.4,23171,1001743
2026-09-08,3189,景碩,832,792,800,-13,11072227,8940456936
2026-09-08,3209,全科,46.35,45.35,45.35,-0.55,1133810,51562820
2026-09-08,3229,晟鈦,55.6,49,55.2,4.6,2773017,149504673
2026-09-08,3231,緯創,189,182.5,186.5,-10.5,123233695,22910532283
2026-09-08,3257,虹冠電,49.85,47.8,47.8,-1.3,501217,24109687
2026-09-08,3266,昇陽,14.05,13.9,14,-0.05,24105,336479
2026-09-08,3296,勝德,24.2,24,24,-0.25,11176,268752
2026-09-08,3305,昇貿,109,103,103.5,-6,3067841,322046502
2026-09-08,3308,聯德,22.3,21.7,21.75,-0.15,21493,469978
2026-09-08,3311,閎暉,32,31.4,31.55,-0.2,134953,4258860
2026-09-08,3312,弘憶股,51.8,50.1,50.1,0,869514,44123924
2026-09-08,3321,同泰,17.8,17.15,17.2,-0.5,252186,4376283
2026-09-08,3338,泰碩,71.8,67.4,68.2,2.2,2118978,147943700
2026-09-08,3346,麗清,18.7,18.3,18.4,-0.3,227329,4212486
2026-09-08,3356,奇偶,60.1,59.5,59.6,-0.7,416766,24903954
2026-09-08,3376,新日興,210,203,203.5,-3,2819423,580312771
2026-09-08,3380,明泰,30.55,29.75,29.9,0.05,3060824,92027472
2026-09-08,3406,玉晶光,1050,970,1010,23,1972893,1993222953
2026-09-08,3413,京鼎,286,281,281.5,-2.5,600878,169659502
2026-09-08,3416,融程電,166.5,160.5,160.5,-9,1024018,166204406
2026-09-08,3419,譁裕,11.6,11.25,11.25,-0.25,296550,3357484
2026-09-08,3432,台端,14.25,14.1,14.1,-0.25,12531,177642
2026-09-08,3437,榮創,18.25,17.8,17.95,0,264138,4766682
2026-09-08,3443,創意,6100,5730,5960,25,1602965,9512725720
2026-09-08,3447,展達,28.85,28.1,28.1,-0.75,48739,1381583
2026-09-08,3450,聯鈞,585,527,527,-58,2990181,1619897526
2026-09-08,3481,群創,50.6,48.8,48.8,-1.15,188143635,9315338344
2026-09-08,3494,誠研,7.16,6.95,7.08,-0.02,60049,421272
2026-09-08,3501,維熹,39.85,39.5,39.55,-0.05,55555,2202725
2026-09-08,3504,揚明光,86,82.6,83.2,-1.3,1740496,146020123
2026-09-08,3515,華擎,232,221.5,221.5,-9.5,574568,129356634
2026-09-08,3518,柏騰,30.35,29.1,29.1,-0.65,513193,15103238
2026-09-08,3528,安馳,83.3,81.3,81.3,-1.7,178681,14630331
2026-09-08,3530,晶相光,59.4,56.5,56.8,-0.8,101169,5841536
2026-09-08,3532,台勝科,438.5,397,398,-5,9378177,3918611910
2026-09-08,3533,嘉澤,1695,1610,1620,-75,679777,1117337600
2026-09-08,3535,晶彩科,93.3,88.3,89.2,-1.7,1601469,145116011
2026-09-08,3543,州巧,44.9,43.2,43.35,-1.05,1277806,55958444
2026-09-08,3545,敦泰,51.6,50.2,51.1,0.1,578481,29538971
2026-09-08,3550,聯穎,23.05,22.5,22.65,-0.3,689530,15648755
2026-09-08,3557,嘉威,24.5,24.2,24.5,0,15848,385853
2026-09-08,3563,牧德,709,691,695,-4,297279,207367150
2026-09-08,3576,聯合再生,17.1,16.85,16.9,-0.15,3627139,61378973
2026-09-08,3583,辛耘,764,723,740,18,1736193,1292771627
2026-09-08,3588,通嘉,55.5,52.4,52.4,-0.8,407029,21998498
2026-09-08,3591,艾笛森,23.8,23.1,23.4,-0.2,980618,22961387
2026-09-08,3592,瑞鼎,223.5,218.5,218.5,-3,336605,73952236
2026-09-08,3593,力銘,10.4,10.35,10.4,-0.1,5355,55475
2026-09-08,3596,智易,159.5,155,155.5,-4,1540332,241430192
2026-09-08,3605,宏致,132.5,120,124,3.5,16952861,2159676202
2026-09-08,3607,谷崧,13.7,13.4,13.55,-0.15,256224,3466589
2026-09-08,3617,碩天,252.5,244.5,245,-3.5,322028,80068208
2026-09-08,3622,洋華,50.5,49.6,49.6,0,357385,17893374
2026-09-08,3645,達邁,74.5,71,73.7,1.9,4826440,353897417
2026-09-08,3652,精聯,32.5,32,32,-0.4,51094,1645473
2026-09-08,3653,健策,5720,5480,5550,-105,990252,5523289740
2026-09-08,3661,世芯-KY,4105,3985,4030,-10,1620933,6523980920
2026-09-08,3665,貿聯-KY,2070,1930,1935,-135,3246234,6422307915
2026-09-08,3669,圓展,33.4,32.75,32.75,-0.3,192211,6325300
2026-09-08,3673,TPK-KY,66.8,63.7,63.9,-1.9,3450909,223227803
2026-09-08,3679,新至陞,107.5,106.5,107.5,-0.5,24352,2611851
2026-09-08,3686,達能,14.55,14.15,14.2,-0.2,20140,286710
2026-09-08,3694,海華,50.5,49.15,49.4,-1.1,685411,34134307
2026-09-08,3701,大眾控,41.35,40.35,40.6,-0.4,498043,20253180
2026-09-08,3702,大聯大,105.5,103.5,104.5,-0.5,3765681,393522413
2026-09-08,3703,欣陸,19.9,19.7,19.85,0.1,380111,7528547
2026-09-08,3704,合勤控,40.15,38.9,38.9,-0.8,1557833,61208448
2026-09-08,3705,永信,56.5,56,56.1,-0.3,301995,16973971
2026-09-08,3706,神達,92.7,91.1,91.3,-1.3,16006347,1465870708
2026-09-08,3708,上緯投控,100,99.3,99.6,0,324742,32416663
2026-09-08,3711,日月光投控,623,608,618,-3,13336567,8220755524
2026-09-08,3712,永崴投控,20.75,20.55,20.65,0,429005,8845670
2026-09-08,3714,富采,67.5,64.6,64.9,-2.3,11427655,755237406
2026-09-08,3715,定穎投控,130.5,124,126.5,7,12850292,1636196114
2026-09-08,3716,中化控股,34.3,33.9,34,0.1,179928,6143437
2026-09-08,3717,聯嘉投控,21.95,21.3,21.4,-0.45,1473154,31687391
2026-09-08,4104,佳醫,71.2,70.9,71.1,-0.1,76342,5422910
2026-09-08,4106,雃博,24.5,24.1,24.5,0.05,105217,2553306
2026-09-08,4108,懷特,11.45,11.2,11.2,-0.2,134299,1512431
2026-09-08,4119,旭富,54.6,52.2,53.8,-0.8,281897,15033711
2026-09-08,4133,亞諾法,20.55,20.2,20.3,-0.2,96061,1961181
2026-09-08,4137,麗豐-KY,78.1,77.1,77.1,-1,227060,17609322
2026-09-08,4142,國光生,17.85,17.55,17.55,-0.15,653045,11504471
2026-09-08,4148,全宇生技-KY,31.3,31.1,31.1,-0.55,10729,335443
2026-09-08,4155,訊映,14.3,14.15,14.15,-0.15,80397,1140748
2026-09-08,4164,承業醫,26.15,25.8,25.8,-0.1,166514,4322093
2026-09-08,4169,泰宗,152,149,149,-1.5,120659,18106123
2026-09-08,4178,永笙-KY,16.95,16.8,16.85,-0.15,65393,1101629
2026-09-08,4190,佐登-KY,26,25.85,26,0,5943,154354
2026-09-08,4195,基米-創,13.9,13.45,13.8,0.05,95929,1307497
2026-09-08,4306,炎洲,15.25,15,15.1,0.1,930151,14055543
2026-09-08,4414,如興,8.26,8.14,8.16,0.09,96522,789470
2026-09-08,4426,利勤,7.6,7.52,7.55,-0.04,84686,640670
2026-09-08,4438,廣越,57.8,57,57.6,-0.3,121495,6962371
2026-09-08,4439,冠星-KY,96.1,94.9,96.1,-0.2,17459,1664336
2026-09-08,4440,宜新實業,17.65,17.55,17.6,-0.1,14784,260075
2026-09-08,4441,振大環球,175.5,172.5,175,0.5,40920,7134794
2026-09-08,4526,東台,33.45,31.95,32.15,-0.2,7125604,233738952
2026-09-08,4532,瑞智,23.8,23.55,23.75,0.25,731282,17340613
2026-09-08,4536,拓凱,164.5,162.5,162.5,-0.5,106217,17346113
2026-09-08,4540,全球傳動,59.8,57.5,57.7,-2.1,1484966,86284845
2026-09-08,4545,銘鈺,31.9,31.5,31.65,-0.7,37807,1200589
2026-09-08,4551,智伸科,168,162,163,-4.5,976163,159874071
2026-09-08,4552,力達-KY,16.5,16,16.05,-0.4,405959,6546417
2026-09-08,4555,氣立,44.75,42.8,42.95,-1.95,354730,15372576
2026-09-08,4557,永新-KY,50.2,49.55,49.65,-0.15,27513,1377643
2026-09-08,4560,強信-KY,29.25,28.6,29.15,0.55,187751,5413420
2026-09-08,4562,穎漢,30.5,29.8,30.05,-0.45,103634,3114815
2026-09-08,4564,元翎,16,15.7,15.8,-0.15,821169,12947456
2026-09-08,4566,時碩工業,63.6,62.6,62.7,-0.9,647852,40759650
2026-09-08,4569,六方科-KY,178,171.5,171.5,-6,95974,16750403
2026-09-08,4571,鈞興-KY,158,155,155,-3,92157,14379285
2026-09-08,4572,駐龍,143.5,141.5,141.5,-1.5,19554,2785645
2026-09-08,4576,大銀微系統,252,230.5,235.5,-11.5,4225651,1014282995
2026-09-08,4582,聚恆-創,23.25,23,23,-0.05,42806,987886
2026-09-08,4583,台灣精銳,467.5,459,463,1,52009,24061717
2026-09-08,4585,達明,299.5,294,297,-0.5,304054,89936652
2026-09-08,4588,玖鼎電力,51.7,50.2,51.4,-0.7,37752,1922768
2026-09-08,4590,富田-創,90,88.5,89.1,-0.5,195382,17408866
2026-09-08,4720,德淵,18.6,18.2,18.5,0.05,277279,5102659
2026-09-08,4722,國精化,202,190.5,193,-7,1129829,220193526
2026-09-08,4736,泰博,125,123,124.5,-1,260921,32397206
2026-09-08,4737,華廣,58.8,57.2,58.8,-0.2,82691,4805075
2026-09-08,4739,康普,82.8,81.6,82.1,-0.4,667204,54752903
2026-09-08,4746,台耀,46.4,45.5,45.55,-0.85,823677,37688680
2026-09-08,4755,三福化,117,114,115,-1,285434,32773569
2026-09-08,4763,材料*-KY,50.8,49.15,49.15,-1.45,5671156,281318118
2026-09-08,4764,雙鍵,227,217,218.5,-9.5,733389,161521267
2026-09-08,4766,南寶,347,342.5,346,1.5,139314,47971275
2026-09-08,4770,上品,240,233,234,-5,515629,122008369
2026-09-08,4771,望隼,214,207.5,211.5,5.5,355982,75196208
2026-09-08,4807,日成-KY,28.65,27.4,27.6,0.2,183312,5119659
2026-09-08,4904,遠傳,104,102,104,2,3937909,406850250
2026-09-08,4906,正文,36.95,35.8,36.1,-0.7,4312150,156500059
2026-09-08,4912,聯德控股-KY,102,99.7,100.5,-1.5,377069,38102150
2026-09-08,4915,致伸,60.7,60,60.5,0.3,1685600,101910140
2026-09-08,4916,事欣科,97.4,95.3,95.3,-1.8,1393046,133892282
2026-09-08,4919,新唐,124.5,117.5,118,-4.5,2625723,313462835
2026-09-08,4927,泰鼎-KY,46,42.8,43.05,0.05,7483397,330772964
2026-09-08,4930,燦星網,16.3,16.2,16.2,0,6961,113982
2026-09-08,4934,太極,13.9,13.6,13.7,0.1,272653,3749229
2026-09-08,4935,茂林-KY,33.1,32.85,33.1,0,77227,2552722
2026-09-08,4938,和碩,92.8,90.1,91.7,-1.9,11774680,1074368050
2026-09-08,4942,嘉彰,33,32.75,32.75,-0.25,99851,3278951
2026-09-08,4943,康控-KY,7,6.86,7,0.39,49548,343049
2026-09-08,4949,有成精密,77.8,76.4,76.5,-0.7,333569,25642891
2026-09-08,4952,凌通,51.1,48.5,48.6,-2,439269,21633211
2026-09-08,4956,光鋐,35.45,34.1,34.1,-1,1610806,55847275
2026-09-08,4958,臻鼎-KY,524,500,505,4,33442577,17072598189
2026-09-08,4960,誠美材,21.05,20.45,20.65,-0.35,1561141,32206052
2026-09-08,4961,天鈺,179,168,177.5,12,3232322,564542796
2026-09-08,4967,十銓,287.5,280.5,280.5,3,7121214,2022957014
2026-09-08,4968,立積,91.1,88.6,89,-1.3,408887,36505791
2026-09-08,4976,佳凌,37.8,36.7,36.7,-0.5,1726227,64031706
2026-09-08,4977,眾達-KY,180,170,173,-6.5,2716824,475156259
2026-09-08,4989,榮科,62.2,60.3,60.3,-1.5,2454256,149618713
2026-09-08,4994,傳奇,83,81.2,81.9,0.2,6687,548287
2026-09-08,4999,鑫禾,18.35,18.05,18.05,-0.3,53875,979009
2026-09-08,5007,三星,56.6,56,56.6,0,54849,3101958
2026-09-08,5203,訊連,57.7,56.6,56.6,-1.6,239909,13693694
2026-09-08,5215,科嘉-KY,38.95,38.3,38.4,-0.6,30988,1195697
2026-09-08,5222,全訊,105.5,103.5,104,-1.5,165821,17278597
2026-09-08,5225,東科-KY,56.8,54.7,54.7,-1.7,364090,20142676
2026-09-08,5234,達興材料,302,296,296,-6,189626,56648847
2026-09-08,5236,凌陽創新,138,134,134.5,-3,105112,14192568
2026-09-08,5243,乙盛-KY,95.5,91.4,91.6,-3.8,1133051,105478744
2026-09-08,5244,弘凱,35,34.4,34.5,0.25,114214,3960723
2026-09-08,5258,虹堡,47.4,44.3,44.3,-1.6,680239,30731302
2026-09-08,5269,祥碩,1445,1395,1400,-40,468647,660409605
2026-09-08,5283,禾聯碩,54.3,53.9,54,-0.1,76378,4134535
2026-09-08,5284,jpp-KY,320,308,309.5,-9,366710,114369777
2026-09-08,5285,界霖,88.2,85.4,85.9,-1.8,769712,66712899
2026-09-08,5288,豐祥-KY,190.5,186,186,-5,120363,22582611
2026-09-08,5292,華懋,220.5,215,217.5,-2.5,79586,17303369
2026-09-08,5306,桂盟,93.4,92.3,92.7,-0.4,45655,4236229
2026-09-08,5388,中磊,75.8,73.3,73.5,-1.8,4057357,300911982
2026-09-08,5434,崇越,546,529,532,-9,577176,307687051
2026-09-08,5469,瀚宇博,72.7,71.1,71.1,-1.2,914139,65460636
2026-09-08,5471,松翰,59,55,55,-6,4871986,273787573
2026-09-08,5484,慧友,43.3,38.85,43.3,3.9,832855,35132641
2026-09-08,5515,建國,52.1,51.3,52.1,0.3,211461,10925229
2026-09-08,5519,隆大,26.85,26.7,26.8,0,270007,7232673
2026-09-08,5521,工信,10.65,10.5,10.55,0,880559,9309837
2026-09-08,5522,遠雄,63.9,63.1,63.6,0.3,212521,13523124
2026-09-08,5525,順天,22.25,22.05,22.2,-0.05,80555,1781170
2026-09-08,5531,鄉林,7.31,7.22,7.24,0.02,430159,3130445
2026-09-08,5533,皇鼎,14,13.65,13.9,0,128830,1782912
2026-09-08,5534,長虹,76,75.2,75.9,0.3,219909,16643991
2026-09-08,5538,東明-KY,37.55,36.65,36.8,-0.2,44369,1642326
